Table 1
State/Territory/Agency,District,School,City,Source Date,Source,Additional Info,Confirmed - Students,Confirmed - Staff,Confirmed - Undefined,Quarantined (Yes/No),Quarantine - Students,Quarantine - Staff,Quarantined - Undefined,Possible - Students,Possible - Staff,Possible - Undefined,Deaths - Students,Deaths - Staff
TEXAS,CLEAR CREEK ISD,ARLYNE & ALAN WEBER EL,HOUSTON,09/16/20,"https://ccisd.net/
https://weber.ccisd.net/",1 student tested postive for COVID. District dashboard data on 9/16/20,1,,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,CLEAR CREEK H S,LEAGUE CITY,09/16/20,"https://ccisd.net/
https://clearbrook.ccisd.net/",1 student and 1 staff member tested postive for COVID. District dashboard data on 9/16/20,1,1,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,CLEAR FALLS H S,LEAGUE CITY,09/16/20,"https://ccisd.net/
https://clearfalls.ccisd.net/",2 students tested postive for COVID. District dashboard data on 9/16/20,2,,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,JAMES H ROSS EL,LEAGUE CITY,09/01/20,"https://www.google.com/amp/s/www.click2houston.com/news/local/2020/09/01/clear-creek-isd-kindergartener-tests-positive-for-covid-19-on-first-day-of-school/%3foutputType=amp
https://abc13.com/6398226/?ex_cid=TA_KTRK_FB&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook&fbclid=IwAR00QzGjIlMc5CmnV-CziMLPskrolnmDOnFYCHAHs8VOW-u9GgWVPVXzpAs
https://www.click2houston.com/news/local/2020/09/01/clear-creek-isd-kindergartener-tests-positive-for-covid-19-on-first-day-of-school/
https://www.khou.com/article/news/health/coronavirus/kindergartner-tests-positive-for-coronavirus-at-ross-elementary-clear-creek-isd/285-ef8bc374-f5d0-4498-a9fb-cd09c4c9519a
https://abc13.com/ross-elementary-kindergarten-student-covid-19-league-city/6398226/",1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,JAMES H ROSS EL,LEAGUE CITY,09/16/20,"https://ccisd.net/
https://ross.ccisd.net/",1 staff memeber tested postive for COVID. District dashboard data on 9/16/20,,1,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,LEAGUE CITY EL,LEAGUE CITY,09/16/20,"https://ccisd.net/
https://leaguecityint.ccisd.net/",1 student tested postive for COVID. District dashboard data on 9/16/20,1,,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,P H GREENE EL,WEBSTER,09/01/20,"https://www.google.com/amp/s/www.click2houston.com/news/local/2020/09/01/clear-creek-isd-kindergartener-tests-positive-for-covid-19-on-first-day-of-school/%3foutputType=amp
https://abc13.com/6398226/?ex_cid=TA_KTRK_FB&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook&fbclid=IwAR00QzGjIlMc5CmnV-CziMLPskrolnmDOnFYCHAHs8VOW-u9GgWVPVXzpAs
https://abc13.com/ross-elementary-kindergarten-student-covid-19-league-city/6398226/",1 staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,VICTORY LAKES INT,LEAGUE CITY,09/02/20,https://www.ccisd.net/,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,CLEAR CREEK ISD,,LEAGUE CITY,09/15/20,"https://ccisd.net/
https://ccisd.net/covid19",Clear Creek ISH main page. Each school in the district has their own independent dashboard. The school names can be found in the drop down menu in the upper left of the page. Active cases are reported.,,,,,,,,,,,,
TEXAS,CLIFTON ISD,CLIFTON H S,CLIFTON,08/04/20,https://www.kwtx.com/2020/08/04/area-school-band-member-tests-positive-for-covid-19/,1 band member tested positive for COVID-19. Band practices suspended until August 10.,1,,,,,,,,,,,
TEXAS,CLIFTON ISD,CLIFTON H S,CLIFTON,08/12/20,https://4.files.edl.io/15ee/08/13/20/021649-76904556-a622-47df-a428-8a3b4a3abfac.pdf; https://www.cliftonrecord.com/news/cub-athlete-positive-covid-19,1 football player tested positive for COVID-19. They have not been on campus since 8/7/20,1,,,,,,,,,,,
TEXAS,COAHOMA ISD,COAHOMA J H,COAHOMA,08/28/20,https://www.coahomaisd.com/article/296675?org=district,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,COLLEGE STATION ISD,COLLEGE STATION H S,COLLEGE STATION,08/20/20,"https://theeagle.com/news/college-station-high-school-staff-member-tests-positive-for-covid-19/article_a69485e2-e300-11ea-9457-333ccbfcdc59.html
https://www.kagstv.com/article/news/education/local-schools/college-station-high-school-staff-member-tests-positive-for-covid-19/499-7a503524-8d8e-445a-8b99-eaba11eed220
https://theeagle-com.cdn.ampproject.org/c/s/theeagle.com/news/college-station-high-school-staff-member-tests-positive-for-covid-19/article_a69485e2-e300-11ea-9457-333ccbfcdc59.amp.html",1 staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,COLLEGE STATION ISD,PEBBLE CREEK EL,COLLEGE STATION,08/26/20,https://theeagle.com/news/local/staff-members-at-two-college-station-elementary-schools-test-positive-for-covid-19/article_394fb9de-e756-11ea-a34e-b721f20b369c.html,1 staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,COLLEGE STATION ISD,ROCK PRAIRIE EL,COLLEGE STATION,08/26/20,https://theeagle.com/news/local/staff-members-at-two-college-station-elementary-schools-test-positive-for-covid-19/article_394fb9de-e756-11ea-a34e-b721f20b369c.html,1 staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,COMAL ISD,BILL BROWN EL,NEW BRAUNFELS,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",1 student tested positive for COVID. Reported on 8/25,1,,,,,,,,,,,
TEXAS,COMAL ISD,CANYON H S,NEW BRAUNFELS,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",1 student tested positive for COVID. Reported on 8/8,1,,,,,,,,,,,
TEXAS,COMAL ISD,SMITHSON VALLEY H S,NEW BRAUNFELS,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",1 student tested positive for COVID. Reported on 8/11,1,,,,,,,,,,,
TEXAS,COMMERCE ISD,COMMERCE H S,COMMERCE,08/24/20,http://frontporchnewstexas.com/2020/08/24/commerce-high-school-shut-down-for-one-week-due-to-covid-19/,"Due to the number of possible close contacts to a positive COVID-19 case at Commerce High School, Commerce High School has exceeded the 10 percent threshold set by the Commerce ISD School Board. Based on Commerce ISD Board Policy, Commerce High School will be shut down the week of August 24th through the 28th.",,,Unknown,,,,,,,,,
TEXAS,COMO-PICKTON CISD,COMO-PICKTON SCHOOL,COMO,08/24/20,http://frontporchnewstexas.com/2020/08/24/como-pickton-high-school-student-tests-positive-for-covid-19/,1 student tested positive for COVID. The district does not believe that exposure was limited and the rest of the students are safe to remain at school,1,,,,,,,,,,,
TEXAS,CONROE ISD,ANDERSON EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,24,1,,,,,,
TEXAS,CONROE ISD,ARMSTRONG EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,11 students in isolation or quarantine.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,11,,,,,,,
TEXAS,CONROE ISD,AUSTIN EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,10,,,,,,,
TEXAS,CONROE ISD,BIRNHAM WOODS EL,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,7,,,,,,,
TEXAS,CONROE ISD,BOZMAN INT,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,11 students and 1 staff member in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,11,1,,,,,,
TEXAS,CONROE ISD,BRADLEY EL,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,5 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,5,,,,,,,
TEXAS,CONROE ISD,BROADWAY EL,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,1,,Yes,14,2,,,,,,
TEXAS,CONROE ISD,BUCKALEW EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,3,2,,,,,,
TEXAS,CONROE ISD,BUSH EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,12 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,12,,,,,,,
TEXAS,CONROE ISD,CANEY CREEK H S,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students ad 4 employees tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,4,,Yes,9,1,,,,,,
TEXAS,CONROE ISD,Child Nutrition,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,3 employees tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,3,,Yes,,6,,,,,,
TEXAS,CONROE ISD,CLARK INT,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,3 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,3,,,,,,,
TEXAS,CONROE ISD,COLLEGE PARK H S,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,3 students and 1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,3,1,,Yes,8,,,,,,,
TEXAS,CONROE ISD,COLLINS INT,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,3,1,,,,,,
TEXAS,CONROE ISD,CONROE H S,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,1,,,,,,,
TEXAS,CONROE ISD,CONROE H S,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,5 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,5,,,Yes,25,2,,,,,,
TEXAS,CONROE ISD,COX INT,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,5 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,5,,,,,,,
TEXAS,CONROE ISD,CREIGHTON EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,8 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,8,,,,,,,
TEXAS,CONROE ISD,CRYAR INTERMEDIATE,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,7 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,7,,,,,,,
TEXAS,CONROE ISD,Custodial (North),CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student and 5 employees tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,5,,Yes,,5,,,,,,
TEXAS,CONROE ISD,Custodial (South),CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,4 employees tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,4,,Yes,,2,,,,,,
TEXAS,CONROE ISD,DAVID EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,1,,,,,,,
TEXAS,CONROE ISD,DERETCHIN EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,,,,,,,,,
TEXAS,CONROE ISD,DONALD J STOCKTON JH,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,1,,Yes,1,1,,,,,,
TEXAS,CONROE ISD,FORD EL,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,12,1,,,,,,
TEXAS,CONROE ISD,GALATAS EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,15 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,15,,,,,,,
TEXAS,CONROE ISD,GIESINGER EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,,1,,,,,,
TEXAS,CONROE ISD,GLEN LOCH EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,2,1,,,,,,
TEXAS,CONROE ISD,GRAND OAKS H S,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,2,1,,,,,,
TEXAS,CONROE ISD,GRANGERLAND INT,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,4,,,,,,,
TEXAS,CONROE ISD,HAILEY EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student and 1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,1,,Yes,17,1,,,,,,
TEXAS,CONROE ISD,HOUSER EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,8 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,8,,,,,,,
TEXAS,CONROE ISD,HOUSTON EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,8,2,,,,,,
TEXAS,CONROE ISD,IRONS J H,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student and 2 employees tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,2,,Yes,3,1,,,,,,
TEXAS,CONROE ISD,KAUFMAN EL,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,1,,Yes,9,2,,,,,,
TEXAS,CONROE ISD,KNOX J H,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,7,,,,,,,
TEXAS,CONROE ISD,LAMAR EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students and 1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,1,,Yes,2,,,,,,,
TEXAS,CONROE ISD,MCCULLOUGH J H,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,10,2,,,,,,
TEXAS,CONROE ISD,MOORHEAD J H,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,3,,,,,,,
TEXAS,CONROE ISD,OAK RIDGE EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,7,1,,,,,,
TEXAS,CONROE ISD,OAK RIDGE H S,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,4 students and 1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,4,1,,Yes,26,3,,,,,,
TEXAS,CONROE ISD,PATTERSON EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,1,,Yes,36,1,,,,,,
TEXAS,CONROE ISD,PEET J H,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,5,3,,,,,,
TEXAS,CONROE ISD,POWELL EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,7 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,7,,,,,,,
TEXAS,CONROE ISD,REAVES EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,17,1,,,,,,
TEXAS,CONROE ISD,RICE EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,4,1,,,,,,
TEXAS,CONROE ISD,RIDE EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,1,,,,,,,
TEXAS,CONROE ISD,RUNYAN EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,2,,,,,,,
TEXAS,CONROE ISD,SAN JACINTO EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,2 students tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,2,,,Yes,42,1,,,,,,
TEXAS,CONROE ISD,SNYDER EL,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,1,,,,,,,
TEXAS,CONROE ISD,STEWART EL,MONTGOMERY,09/16/20,https://apps.conroeisd.net/covidimpact/,2 employees tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,2,,Yes,5,1,,,,,,
TEXAS,CONROE ISD,SUCHMA EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,9 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,9,,,,,,,
TEXAS,CONROE ISD,THE WOODLANDS H S,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,16 students and 1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,16,1,,Yes,32,1,,,,,,
TEXAS,CONROE ISD,TOUGH EL,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,4,1,,,,,,
TEXAS,CONROE ISD,Transportation,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,3 employees in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,,3,,,,,,
TEXAS,CONROE ISD,TRAVIS INT,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,10,1,,,,,,
TEXAS,CONROE ISD,VOGEL INT,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,14 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,14,,,,,,,
TEXAS,CONROE ISD,WASHINGTON J H,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,1 employee tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,,1,,Yes,3,,,,,,,
TEXAS,CONROE ISD,WILKERSON INT,THE WOODLANDS,09/16/20,https://apps.conroeisd.net/covidimpact/,4 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,4,,,,,,,
TEXAS,CONROE ISD,WILKINSON EL,CONROE,09/16/20,https://apps.conroeisd.net/covidimpact/,3 students in quarantine/isolation.District dashboard data from 8/12/20 to 9/16/20,,,,Yes,3,,,,,,,
TEXAS,CONROE ISD,YORK J H,SPRING,09/16/20,https://apps.conroeisd.net/covidimpact/,1 student tested positive for COVID.District dashboard data from 8/12/20 to 9/16/20,1,,,Yes,5,,,,,,,
TEXAS,CONROE ISD,,CONROE,09/02/20,https://apps.conroeisd.net/covidimpact/,District dashboard notes all confirmed cases since May 2020 and daily reporting of positive and isoloated/quarentined students and staff by day.,,,,,,,,,,,,
TEXAS,COPPERAS COVE ISD,,COPPERAS COVE,08/14/20,https://kdhnews.com/news/coronavirus/kisd-has-had-12-total-coronavirus-cases-since-aug-1/article_bb2b3f7c-de56-11ea-a309-ffe6d57a6f50.html,5 employees tested positive for COVID-19,,5,,,,,,,,,,
TEXAS,CORPUS CHRISTI ISD,,CORPUS CHRISTI,07/10/20,https://www.indystar.com/story/news/education/2020/07/09/fourteen-corpus-christi-isd-employees-test-positive-covid-19/5408258002/,14 employees across the district tested postive between June 24 and July 8.,,14,,,,,,,,,,
TEXAS,CORPUS CHRISTI ISD,,CORPUS CHRISTI,08/08/20,https://www.msn.com/en-us/news/us/twenty-corpus-christi-isd-employees-test-positive-for-covid-19/ar-BB17HU0J,20 employees across the district tested postive between for COVID between July 23 and August 8. 59 employees have tested positive since June 24.,,50,,,,,,,,,,
TEXAS,CORPUS CHRISTI ISD,,CORPUS CHRISTI,08/17/20,"https://www.caller.com/story/news/education/2020/08/17/ccisd-elementary-teacher-dies-covid-19-complications/3379864001/
https://www.kristv.com/news/coronavirus/ccisd-teacher-dies-from-covid-19",1 teacher at Los Encinos Elementary dies from COVID complications. The teacher had not been on campus since the first week of June.,,,,,,,,,,,,1
TEXAS,CRANDALL ISD,NOLA KATHRYN WILSON EL,CRANDALL,08/19/20,https://dfw.cbslocal.com/2020/08/19/wilson-elementary-school-notifies-parents-someone-on-campus-tested-positive-for-covid-19/,1 student tested positive. The next day the student tested negative. The entire school was sent home to quarrantine.,1,,,Yes,The entire school,The entire school,,,,,,
